87, src: h104, dst: h144, sport: 88, dport: 88, flowsize: 10, starttime: 1000, finishtime: 2049, fct: 1049, recvtput: 0.95 Gbps, sendtput: 0.99 Gbps

56, src: h45, dst: h144, sport: 57, dport: 57, flowsize: 10, starttime: 1000, finishtime: 2072, fct: 1072, recvtput: 0.93 Gbps, sendtput: 0.99 Gbps

47, src: h29, dst: h144, sport: 48, dport: 48, flowsize: 10, starttime: 1000, finishtime: 2162, fct: 1162, recvtput: 0.86 Gbps, sendtput: 0.98 Gbps

66, src: h69, dst: h144, sport: 67, dport: 67, flowsize: 10, starttime: 1000, finishtime: 3044, fct: 2044, recvtput: 0.49 Gbps, sendtput: 0.5 Gbps

31, src: h6, dst: h144, sport: 32, dport: 32, flowsize: 10, starttime: 1000, finishtime: 3046, fct: 2046, recvtput: 0.49 Gbps, sendtput: 0.5 Gbps

69, src: h72, dst: h144, sport: 70, dport: 70, flowsize: 10, starttime: 1000, finishtime: 3047, fct: 2047, recvtput: 0.49 Gbps, sendtput: 0.5 Gbps

90, src: h107, dst: h144, sport: 91, dport: 91, flowsize: 10, starttime: 1000, finishtime: 3080, fct: 2080, recvtput: 0.48 Gbps, sendtput: 0.5 Gbps

49, src: h38, dst: h144, sport: 50, dport: 50, flowsize: 10, starttime: 1000, finishtime: 3101, fct: 2101, recvtput: 0.48 Gbps, sendtput: 0.49 Gbps

40, src: h22, dst: h144, sport: 41, dport: 41, flowsize: 10, starttime: 1000, finishtime: 3116, fct: 2116, recvtput: 0.47 Gbps, sendtput: 0.49 Gbps

62, src: h58, dst: h144, sport: 63, dport: 63, flowsize: 10, starttime: 1000, finishtime: 3137, fct: 2137, recvtput: 0.47 Gbps, sendtput: 0.49 Gbps

34, src: h9, dst: h144, sport: 35, dport: 35, flowsize: 10, starttime: 1000, finishtime: 3159, fct: 2159, recvtput: 0.46 Gbps, sendtput: 0.49 Gbps

63, src: h59, dst: h144, sport: 64, dport: 64, flowsize: 10, starttime: 1000, finishtime: 3160, fct: 2160, recvtput: 0.46 Gbps, sendtput: 0.49 Gbps

45, src: h27, dst: h144, sport: 46, dport: 46, flowsize: 10, starttime: 1000, finishtime: 4044, fct: 3044, recvtput: 0.33 Gbps, sendtput: 0.33 Gbps

52, src: h41, dst: h144, sport: 53, dport: 53, flowsize: 10, starttime: 1000, finishtime: 4049, fct: 3049, recvtput: 0.33 Gbps, sendtput: 0.33 Gbps

86, src: h103, dst: h144, sport: 87, dport: 87, flowsize: 10, starttime: 1000, finishtime: 4052, fct: 3052, recvtput: 0.33 Gbps, sendtput: 0.33 Gbps

78, src: h88, dst: h144, sport: 79, dport: 79, flowsize: 10, starttime: 1000, finishtime: 4063, fct: 3063, recvtput: 0.33 Gbps, sendtput: 0.33 Gbps

38, src: h13, dst: h144, sport: 39, dport: 39, flowsize: 10, starttime: 1000, finishtime: 4072, fct: 3072, recvtput: 0.33 Gbps, sendtput: 0.33 Gbps

79, src: h89, dst: h144, sport: 80, dport: 80, flowsize: 10, starttime: 1000, finishtime: 4092, fct: 3092, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 10, starttime: 1000, finishtime: 4095, fct: 3095, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

55, src: h44, dst: h144, sport: 56, dport: 56, flowsize: 10, starttime: 1000, finishtime: 4099, fct: 3099, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

37, src: h12, dst: h144, sport: 38, dport: 38, flowsize: 10, starttime: 1000, finishtime: 4100, fct: 3100, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

94, src: h116, dst: h144, sport: 95, dport: 95, flowsize: 10, starttime: 1000, finishtime: 4104, fct: 3104, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

57, src: h53, dst: h144, sport: 58, dport: 58, flowsize: 10, starttime: 1000, finishtime: 4117, fct: 3117, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

53, src: h42, dst: h144, sport: 54, dport: 54, flowsize: 10, starttime: 1000, finishtime: 4118, fct: 3118, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

64, src: h60, dst: h144, sport: 65, dport: 65, flowsize: 10, starttime: 1000, finishtime: 4122, fct: 3122, recvtput: 0.32 Gbps, sendtput: 0.33 Gbps

