reorder_peak,flow_count
61,1
60,0
59,0
58,0
57,0
56,0
55,1
54,1
53,0
52,1
51,3
50,8
49,22
48,23
47,21
46,30
45,35
44,29
43,24
42,37
41,32
40,27
39,19
38,38
37,40
36,27
35,49
34,37
33,37
32,35
31,38
30,32
29,40
28,40
27,39
26,37
25,24
24,21
23,26
22,39
21,19
20,15
19,25
18,22
17,16
16,19
15,15
14,19
13,14
12,16
11,16
10,25
9,22
8,26
7,11
6,14
5,23
4,19
3,46
2,27
1,28
0,0
