reorder_peak,flow_count
55,1
54,1
53,3
52,1
51,6
50,8
49,11
48,17
47,17
46,20
45,28
44,21
43,17
42,17
41,22
40,27
39,21
38,19
37,18
36,19
35,20
34,28
33,31
32,20
31,13
30,21
29,21
28,22
27,12
26,16
25,18
24,25
23,14
22,15
21,14
20,8
19,17
18,9
17,10
16,7
15,14
14,5
13,9
12,10
11,10
10,8
9,7
8,8
7,4
6,14
5,9
4,8
3,8
2,14
1,17
0,0
