reorder_peak,flow_count
60,1
59,1
58,0
57,2
56,0
55,0
54,0
53,1
52,2
51,2
50,3
49,7
48,3
47,5
46,7
45,8
44,8
43,9
42,6
41,7
40,3
39,6
38,3
37,13
36,11
35,8
34,3
33,11
32,4
31,10
30,5
29,4
28,10
27,3
26,9
25,6
24,6
23,7
22,3
21,3
20,5
19,4
18,3
17,5
16,1
15,0
14,0
13,4
12,2
11,2
10,0
9,0
8,0
7,0
6,0
5,2
4,0
3,0
2,0
1,0
0,0
