flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h27,h66,82,82,41
h6,h66,343,343,41
h6,h69,720,720,41
h9,h130,293,293,41
h9,h42,220,220,41
h10,h102,764,764,40
h14,h99,265,265,40
h2,h92,239,239,40
h25,h82,216,216,40
h8,h10,86,86,40
h15,h13,649,649,39
h5,h112,171,171,39
h7,h22,485,485,39
h7,h79,38,38,39
h2,h82,391,391,38
h26,h117,737,737,38
h30,h55,414,414,38
h31,h59,29,29,38
h4,h113,648,648,38
h9,h108,551,551,38
h9,h25,390,390,38
h1,h24,765,765,37
h19,h6,143,143,37
h26,h128,214,214,37
h26,h68,375,375,37
h27,h91,496,496,37
h28,h137,702,702,37
h3,h106,28,28,37
h32,h16,162,162,37
h5,h34,738,738,37
h8,h46,598,598,37
h11,h103,39,39,36
h13,h43,444,444,36
h15,h78,120,120,36
h27,h100,683,683,36
h3,h121,2,2,36
h12,h107,409,409,35
h15,h125,616,616,35
h2,h141,342,342,35
h31,h12,677,677,35
h17,h98,411,411,34
h26,h17,59,59,34
h3,h80,716,716,34
h31,h94,492,492,34
h9,h67,352,352,34
h3,h128,353,353,33
h3,h24,729,729,33
h5,h76,412,412,33
h14,h108,424,424,32
h16,h116,73,73,32
h22,h131,588,588,32
h29,h39,742,742,32
h9,h39,298,298,32
h28,h56,589,589,31
h28,h80,116,116,31
h9,h31,387,387,31
h13,h93,344,344,30
h16,h44,574,574,30
h18,h142,620,620,30
h19,h15,7,7,30
h5,h100,12,12,30
h16,h38,292,292,29
h17,h116,152,152,29
h17,h44,771,771,29
h25,h139,37,37,29
h26,h4,370,370,29
h27,h138,750,750,29
h2,h120,362,362,28
h20,h22,642,642,28
h21,h56,410,410,28
h21,h73,445,445,28
h26,h20,461,461,28
h28,h40,756,756,28
h6,h87,340,340,28
h13,h144,612,612,27
h14,h118,213,213,27
h14,h130,302,302,27
h32,h121,76,76,27
h32,h33,704,704,27
h5,h65,577,577,27
h12,h124,451,451,26
h2,h109,490,490,26
h28,h60,701,701,26
h4,h5,94,94,26
h7,h48,160,160,26
h9,h141,744,744,26
h15,h85,640,640,25
h2,h116,712,712,25
h28,h10,174,174,25
h8,h25,136,136,25
h1,h23,161,161,24
h11,h43,603,603,24
h19,h57,272,272,24
h2,h76,15,15,24
h15,h84,346,346,23
h21,h1,345,345,23
h32,h100,438,438,23
h6,h127,687,687,23
h9,h92,323,323,23
h9,h49,569,569,22
h7,h126,304,304,21
h21,h6,636,636,20
h4,h15,526,526,20
h13,h97,341,341,19
h15,h17,518,518,18
h16,h71,33,33,18
h27,h127,433,433,18
h20,h2,248,248,17
h25,h6,261,261,17
h31,h87,129,129,17
h18,h60,741,741,16
h30,h140,106,106,15
h18,h4,415,415,14
h27,h132,580,580,14
h1,h61,447,447,13
h15,h89,459,459,13
h16,h105,253,253,13
h20,h112,356,356,13
h24,h14,635,635,13
h3,h128,114,114,13
h18,h53,639,639,12
h21,h10,606,606,12
h1,h131,631,631,11
h20,h123,678,678,11
h3,h19,195,195,7
h1,h97,608,608,6
h22,h137,594,594,6
h24,h7,713,713,6
h6,h70,132,132,6
h26,h76,225,225,3
h31,h68,45,45,3
h1,h144,661,661,2
h15,h6,740,740,2
h32,h72,182,182,2
h9,h4,511,511,2
