flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h14,h53,301,301,121
h32,h70,125,125,97
h24,h54,318,318,96
h18,h57,507,507,92
h2,h141,463,463,88
h27,h7,266,266,86
h8,h57,24,24,86
h30,h54,156,156,81
h15,h20,254,254,79
h13,h78,494,494,78
h19,h124,227,227,77
h5,h100,407,407,76
h27,h34,666,666,74
h30,h103,179,179,74
h12,h110,500,500,71
h17,h103,268,268,69
h7,h58,610,610,69
h14,h23,325,325,67
h27,h140,48,48,67
h7,h30,540,540,67
h14,h121,602,602,66
h17,h79,122,122,65
h22,h69,107,107,63
h11,h52,326,326,62
h30,h95,467,467,62
h11,h36,316,316,61
h11,h70,95,95,61
h13,h35,531,531,61
h17,h43,619,619,61
h4,h51,607,607,61
h17,h105,627,627,60
h28,h95,269,269,60
h2,h18,30,30,59
h30,h32,434,434,59
h31,h58,113,113,59
h18,h60,361,361,58
h26,h124,231,231,58
h2,h53,725,725,57
h10,h28,110,110,56
h25,h34,98,98,56
h27,h132,420,420,55
h30,h143,557,557,55
h32,h88,16,16,55
h12,h32,404,404,54
h13,h57,615,615,54
h20,h26,280,280,54
h32,h51,498,498,54
h8,h98,57,57,54
h26,h42,150,150,53
h12,h122,25,25,52
h20,h20,728,728,52
h20,h76,328,328,52
h22,h35,486,486,52
h29,h116,317,317,52
h32,h121,357,357,52
h6,h10,453,453,52
h1,h91,529,529,51
h13,h115,287,287,51
h16,h68,571,571,51
h20,h58,331,331,51
h20,h83,102,102,51
h5,h130,435,435,51
h19,h3,643,643,50
h26,h117,456,456,50
h26,h131,80,80,50
h28,h142,402,402,50
h29,h49,524,524,50
h29,h82,510,510,50
h32,h20,208,208,50
h4,h111,481,481,50
h5,h30,164,164,50
h7,h78,260,260,50
h11,h68,633,633,49
h18,h27,460,460,49
h25,h84,611,611,49
h28,h63,394,394,49
h32,h30,360,360,49
h5,h131,559,559,49
h13,h15,311,311,48
h3,h26,630,630,48
h6,h74,204,204,48
h18,h48,480,480,47
h18,h90,426,426,47
h19,h40,470,470,47
h22,h80,532,532,47
h27,h70,291,291,47
h27,h77,600,600,47
h3,h119,256,256,47
h7,h15,457,457,47
h8,h44,262,262,47
h18,h24,651,651,46
h25,h131,299,299,46
h31,h87,93,93,46
h32,h33,385,385,46
h5,h109,538,538,46
h8,h98,663,663,46
h9,h3,149,149,46
h14,h107,472,472,45
h2,h76,624,624,45
h20,h6,42,42,45
h21,h65,431,431,45
h22,h121,521,521,45
h22,h142,442,442,45
h26,h13,440,440,45
h26,h34,137,137,45
h30,h63,545,545,45
h31,h90,232,232,45
h14,h1,366,366,44
h15,h98,74,74,44
h23,h138,395,395,44
h24,h120,329,329,44
h24,h28,462,462,44
h25,h131,236,236,44
h25,h99,238,238,44
h4,h15,335,335,44
h8,h29,127,127,44
h10,h105,475,475,43
h19,h76,44,44,43
h2,h121,730,730,43
h20,h129,330,330,43
h20,h57,185,185,43
h23,h117,338,338,43
h23,h28,487,487,43
h24,h17,271,271,43
h25,h58,664,664,43
h7,h23,719,719,43
h11,h103,108,108,42
h18,h119,754,754,42
h18,h55,732,732,42
h20,h35,536,536,42
h30,h133,751,751,42
h5,h64,300,300,42
h6,h77,62,62,42
h7,h63,396,396,42
h15,h105,673,673,41
h21,h117,378,378,41
h25,h132,562,562,41
