flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h17,h72,1465,1465,77
h23,h54,318,318,70
h14,h60,361,361,67
h28,h32,434,434,67
h10,h40,1496,1496,58
h13,h32,404,404,57
h23,h28,487,487,54
h3,h32,793,793,53
h4,h5,94,94,53
h18,h11,837,837,52
h25,h31,387,387,52
h22,h131,299,299,51
h23,h131,631,631,51
h26,h16,1061,1061,51
h32,h121,357,357,51
h1,h95,1064,1064,50
h26,h76,1401,1401,50
h26,h90,1114,1114,50
h29,h82,510,510,50
h31,h60,701,701,50
h7,h121,799,799,50
h10,h19,1315,1315,49
h10,h32,1070,1070,49
h10,h83,1023,1023,49
h10,h9,1168,1168,49
h11,h117,456,456,49
h12,h110,500,500,49
h13,h143,1111,1111,49
h14,h4,370,370,49
h16,h79,1474,1474,49
h2,h56,862,862,49
h2,h71,884,884,49
h25,h113,951,951,49
h28,h105,1091,1091,49
h28,h11,1150,1150,49
h29,h124,1223,1223,49
h31,h58,113,113,49
h32,h69,941,941,49
h5,h57,507,507,49
h7,h119,1438,1438,49
h1,h23,325,325,48
h1,h56,497,497,48
h10,h88,1169,1169,48
h13,h58,1521,1521,48
h17,h105,627,627,48
h19,h100,407,407,48
h20,h58,331,331,48
h26,h144,1356,1356,48
h27,h131,559,559,48
h27,h45,1479,1479,48
h27,h6,261,261,48
h3,h121,602,602,48
h30,h38,790,790,48
h31,h72,454,454,48
h4,h30,1448,1448,48
h4,h81,1005,1005,48
h5,h22,1435,1435,48
h6,h133,989,989,48
h8,h35,1207,1207,48
h9,h58,664,664,48
h11,h56,172,172,47
h11,h84,346,346,47
h13,h69,845,845,47
h16,h127,1010,1010,47
h16,h68,571,571,47
h21,h2,1466,1466,47
h21,h84,70,70,47
h27,h138,750,750,47
h31,h124,227,227,47
h31,h87,93,93,47
h5,h5,871,871,47
h8,h114,988,988,47
h9,h34,738,738,47
h1,h61,447,447,46
h10,h70,125,125,46
h16,h38,1384,1384,46
h17,h113,1236,1236,46
h18,h105,673,673,46
h19,h73,944,944,46
h22,h24,729,729,46
h3,h139,1065,1065,46
h31,h68,1490,1490,46
h32,h144,969,969,46
h7,h92,239,239,46
h9,h17,271,271,46
h11,h25,173,173,45
h11,h30,360,360,45
h11,h49,772,772,45
h15,h125,616,616,45
h17,h116,152,152,45
h19,h112,171,171,45
h19,h47,915,915,45
h19,h79,1443,1443,45
h2,h30,1105,1105,45
h21,h121,1370,1370,45
h28,h29,1037,1037,45
h28,h79,38,38,45
h29,h41,1244,1244,45
h32,h141,342,342,45
h4,h59,29,29,45
h5,h28,674,674,45
h6,h142,402,402,45
h6,h55,414,414,45
h9,h4,1025,1025,45
h9,h99,1075,1075,45
h11,h58,920,920,44
h12,h110,1134,1134,44
h12,h121,76,76,44
h12,h144,823,823,44
h2,h80,1286,1286,44
h21,h35,1232,1232,44
h22,h142,620,620,44
h23,h138,395,395,44
h24,h83,1275,1275,44
h25,h60,1387,1387,44
h26,h89,1230,1230,44
h3,h88,755,755,44
h30,h144,1453,1453,44
h5,h25,1278,1278,44
h7,h78,260,260,44
h1,h44,771,771,43
h10,h31,1047,1047,43
h10,h57,910,910,43
h16,h129,330,330,43
h19,h49,68,68,43
h20,h123,678,678,43
h22,h115,1398,1398,43
h23,h22,1330,1330,43
h23,h98,663,663,43
h25,h92,817,817,43
h29,h133,1001,1001,43
h29,h4,415,415,43
h30,h129,864,864,43
h31,h119,754,754,43
h31,h40,792,792,43
h4,h135,1092,1092,43
h6,h53,725,725,43
h8,h114,534,534,43
h10,h12,808,808,42
h12,h80,321,321,42
h14,h107,472,472,42
h15,h34,137,137,42
h15,h59,949,949,42
h15,h9,1317,1317,42
h17,h122,1133,1133,42
h17,h6,740,740,42
h2,h131,80,80,42
h2,h76,624,624,42
h21,h33,385,385,42
h26,h97,608,608,42
h27,h51,908,908,42
h3,h126,1056,1056,42
h3,h133,1508,1508,42
h32,h118,213,213,42
h4,h142,442,442,42
h4,h15,526,526,42
h7,h15,457,457,42
h7,h6,1492,1492,42
h8,h20,728,728,42
h8,h70,1341,1341,42
h8,h92,1139,1139,42
h1,h65,1344,1344,41
h11,h20,208,208,41
h15,h140,724,724,41
h17,h28,110,110,41
h18,h115,644,644,41
h27,h109,1463,1463,41
h27,h97,834,834,41
h29,h1,366,366,41
h3,h25,1135,1135,41
h3,h87,129,129,41
h32,h42,150,150,41
h6,h10,1053,1053,41
h7,h58,610,610,41
h8,h61,1385,1385,41
h9,h79,1172,1172,41
h1,h23,161,161,40
h1,h75,867,867,40
h11,h26,913,913,40
h12,h26,280,280,40
h15,h45,1475,1475,40
h15,h48,160,160,40
h17,h134,924,924,40
h18,h119,787,787,40
h18,h55,732,732,40
h19,h21,904,904,40
h2,h22,878,878,40
h2,h81,1043,1043,40
h20,h4,1372,1372,40
h24,h132,838,838,40
h24,h37,60,60,40
h25,h12,1202,1202,40
h25,h122,883,883,40
h26,h101,1125,1125,40
h27,h40,1247,1247,40
h28,h10,86,86,40
h28,h17,1326,1326,40
h28,h68,977,977,40
h29,h94,983,983,40
h3,h71,775,775,40
h30,h128,922,922,40
h6,h111,1257,1257,40
h6,h42,1186,1186,40
h8,h102,764,764,40
h1,h128,214,214,39
h12,h56,589,589,39
h13,h69,860,860,39
h17,h79,122,122,39
h19,h114,978,978,39
h2,h121,730,730,39
h20,h57,1021,1021,39
h22,h135,763,763,39
h24,h80,532,532,39
h27,h127,433,433,39
h28,h137,702,702,39
h29,h120,1511,1511,39
h3,h100,438,438,39
h3,h121,521,521,39
h3,h5,1303,1303,39
h30,h6,894,894,39
h31,h130,302,302,39
h4,h60,1374,1374,39
h6,h54,1367,1367,39
h7,h18,1033,1033,39
h9,h25,390,390,39
h9,h89,488,488,39
h14,h105,1499,1499,38
h15,h133,1397,1397,38
h15,h33,1364,1364,38
h17,h42,1324,1324,38
h2,h139,1225,1225,38
h24,h38,292,292,38
h28,h141,854,854,38
h28,h20,812,812,38
h3,h64,300,300,38
h30,h103,179,179,38
h31,h132,1306,1306,38
h7,h41,779,779,38
h8,h134,1160,1160,38
h9,h130,293,293,38
h9,h54,1208,1208,38
h1,h134,918,918,37
h11,h72,1086,1086,37
h13,h70,1022,1022,37
h14,h55,1300,1300,37
h16,h51,1334,1334,37
h17,h83,1226,1226,37
h18,h134,832,832,37
h19,h125,1123,1123,37
h19,h28,462,462,37
h2,h22,1361,1361,37
h22,h106,28,28,37
h23,h45,926,926,37
h23,h97,1515,1515,37
h25,h39,991,991,37
h26,h117,737,737,37
h3,h10,993,993,37
h3,h101,1513,1513,37
h32,h19,1048,1048,37
h6,h74,699,699,37
h7,h10,174,174,37
h9,h22,166,166,37
h1,h140,48,48,36
h1,h24,765,765,36
h11,h144,1411,1411,36
h12,h23,874,874,36
h12,h77,600,600,36
h13,h57,24,24,36
h13,h97,341,341,36
h14,h84,777,777,36
h18,h95,467,467,36
h18,h98,74,74,36
h19,h144,586,586,36
h19,h26,1196,1196,36
h19,h27,460,460,36
h23,h49,569,569,36
h24,h132,420,420,36
h25,h107,409,409,36
h28,h131,1215,1215,36
