73, src: h116, dst: h144, sport: 74, dport: 74, flowsize: 10, starttime: 1000, finishtime: 1099, fct: 99, recvtput: 9.1 Gbps, sendtput: 100.0 Gbps

71, src: h106, dst: h144, sport: 72, dport: 72, flowsize: 10, starttime: 1000, finishtime: 2163, fct: 1163, recvtput: -0.14 Gbps, sendtput: 0.92 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 10, starttime: 1000, finishtime: 2238, fct: 1238, recvtput: -0.19 Gbps, sendtput: 0.86 Gbps

51, src: h56, dst: h144, sport: 52, dport: 52, flowsize: 10, starttime: 1000, finishtime: 2244, fct: 1244, recvtput: -0.2 Gbps, sendtput: 0.85 Gbps

42, src: h37, dst: h144, sport: 43, dport: 43, flowsize: 10, starttime: 1000, finishtime: 2306, fct: 1306, recvtput: -0.23 Gbps, sendtput: 0.81 Gbps

34, src: h9, dst: h144, sport: 35, dport: 35, flowsize: 10, starttime: 1000, finishtime: 2307, fct: 1307, recvtput: -0.23 Gbps, sendtput: 0.81 Gbps

39, src: h24, dst: h144, sport: 40, dport: 40, flowsize: 10, starttime: 1000, finishtime: 2308, fct: 1308, recvtput: -0.24 Gbps, sendtput: 0.81 Gbps

41, src: h26, dst: h144, sport: 42, dport: 42, flowsize: 10, starttime: 1000, finishtime: 2309, fct: 1309, recvtput: -0.24 Gbps, sendtput: 0.8 Gbps

37, src: h22, dst: h144, sport: 38, dport: 38, flowsize: 10, starttime: 1000, finishtime: 2310, fct: 1310, recvtput: -0.24 Gbps, sendtput: 0.8 Gbps

32, src: h7, dst: h144, sport: 33, dport: 33, flowsize: 10, starttime: 1000, finishtime: 2312, fct: 1312, recvtput: -0.24 Gbps, sendtput: 0.8 Gbps

47, src: h42, dst: h144, sport: 48, dport: 48, flowsize: 10, starttime: 1000, finishtime: 2313, fct: 1313, recvtput: -0.24 Gbps, sendtput: 0.8 Gbps

46, src: h41, dst: h144, sport: 47, dport: 47, flowsize: 10, starttime: 1000, finishtime: 2314, fct: 1314, recvtput: -0.24 Gbps, sendtput: 0.8 Gbps

63, src: h88, dst: h144, sport: 64, dport: 64, flowsize: 10, starttime: 1000, finishtime: 2316, fct: 1316, recvtput: -0.24 Gbps, sendtput: 0.8 Gbps

58, src: h73, dst: h144, sport: 59, dport: 59, flowsize: 10, starttime: 1000, finishtime: 2318, fct: 1318, recvtput: -0.24 Gbps, sendtput: 0.79 Gbps

31, src: h6, dst: h144, sport: 32, dport: 32, flowsize: 10, starttime: 1000, finishtime: 2319, fct: 1319, recvtput: -0.24 Gbps, sendtput: 0.79 Gbps

66, src: h101, dst: h144, sport: 67, dport: 67, flowsize: 10, starttime: 1000, finishtime: 2320, fct: 1320, recvtput: -0.24 Gbps, sendtput: 0.79 Gbps

43, src: h38, dst: h144, sport: 44, dport: 44, flowsize: 10, starttime: 1000, finishtime: 2322, fct: 1322, recvtput: -0.24 Gbps, sendtput: 0.79 Gbps

70, src: h105, dst: h144, sport: 71, dport: 71, flowsize: 10, starttime: 1000, finishtime: 2323, fct: 1323, recvtput: -0.24 Gbps, sendtput: 0.79 Gbps

56, src: h71, dst: h144, sport: 57, dport: 57, flowsize: 10, starttime: 1000, finishtime: 2324, fct: 1324, recvtput: -0.24 Gbps, sendtput: 0.79 Gbps

44, src: h39, dst: h144, sport: 45, dport: 45, flowsize: 10, starttime: 1000, finishtime: 2325, fct: 1325, recvtput: -0.25 Gbps, sendtput: 0.79 Gbps

60, src: h85, dst: h144, sport: 61, dport: 61, flowsize: 10, starttime: 1000, finishtime: 2326, fct: 1326, recvtput: -0.25 Gbps, sendtput: 0.79 Gbps

69, src: h104, dst: h144, sport: 70, dport: 70, flowsize: 10, starttime: 1000, finishtime: 2327, fct: 1327, recvtput: -0.25 Gbps, sendtput: 0.78 Gbps

36, src: h21, dst: h144, sport: 37, dport: 37, flowsize: 10, starttime: 1000, finishtime: 2329, fct: 1329, recvtput: -0.25 Gbps, sendtput: 0.78 Gbps

55, src: h70, dst: h144, sport: 56, dport: 56, flowsize: 10, starttime: 1000, finishtime: 2331, fct: 1331, recvtput: -0.25 Gbps, sendtput: 0.78 Gbps

48, src: h53, dst: h144, sport: 49, dport: 49, flowsize: 10, starttime: 1000, finishtime: 2333, fct: 1333, recvtput: -0.25 Gbps, sendtput: 0.78 Gbps

68, src: h103, dst: h144, sport: 69, dport: 69, flowsize: 10, starttime: 1000, finishtime: 2334, fct: 1334, recvtput: -0.25 Gbps, sendtput: 0.78 Gbps

74, src: h117, dst: h144, sport: 75, dport: 75, flowsize: 10, starttime: 1000, finishtime: 2335, fct: 1335, recvtput: -0.25 Gbps, sendtput: 0.78 Gbps

