33, src: h21, dst: h144, sport: 34, dport: 34, flowsize: 10, starttime: 100, finishtime: 152, fct: 52, recvtput: 11.23 Gbps, sendtput: 100.0 Gbps

36, src: h37, dst: h144, sport: 37, dport: 37, flowsize: 10, starttime: 100, finishtime: 162, fct: 62, recvtput: 8.13 Gbps, sendtput: 100.0 Gbps

38, src: h39, dst: h144, sport: 39, dport: 39, flowsize: 10, starttime: 100, finishtime: 163, fct: 63, recvtput: 7.87 Gbps, sendtput: 100.0 Gbps

39, src: h53, dst: h144, sport: 40, dport: 40, flowsize: 10, starttime: 200, finishtime: 243, fct: 43, recvtput: 15.26 Gbps, sendtput: 100.0 Gbps

52, src: h116, dst: h144, sport: 53, dport: 53, flowsize: 10, starttime: 300, finishtime: 344, fct: 44, recvtput: 14.73 Gbps, sendtput: 100.0 Gbps

34, src: h22, dst: h144, sport: 35, dport: 35, flowsize: 10, starttime: 100, finishtime: 1152, fct: 1052, recvtput: -7.05 Gbps, sendtput: 0.98 Gbps

43, src: h70, dst: h144, sport: 44, dport: 44, flowsize: 10, starttime: 200, finishtime: 1240, fct: 1040, recvtput: -7.04 Gbps, sendtput: 0.98 Gbps

51, src: h115, dst: h144, sport: 52, dport: 52, flowsize: 10, starttime: 300, finishtime: 1352, fct: 1052, recvtput: -7.05 Gbps, sendtput: 0.98 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 10, starttime: 100, finishtime: 2156, fct: 2056, recvtput: -7.51 Gbps, sendtput: 0.49 Gbps

44, src: h71, dst: h144, sport: 45, dport: 45, flowsize: 10, starttime: 200, finishtime: 2258, fct: 2058, recvtput: -7.51 Gbps, sendtput: 0.49 Gbps

46, src: h86, dst: h144, sport: 47, dport: 47, flowsize: 10, starttime: 300, finishtime: 2365, fct: 2065, recvtput: -7.52 Gbps, sendtput: 0.49 Gbps

47, src: h87, dst: h144, sport: 48, dport: 48, flowsize: 10, starttime: 300, finishtime: 2366, fct: 2066, recvtput: -7.52 Gbps, sendtput: 0.49 Gbps

35, src: h23, dst: h144, sport: 36, dport: 36, flowsize: 10, starttime: 100, finishtime: 3147, fct: 3047, recvtput: -7.67 Gbps, sendtput: 0.33 Gbps

37, src: h38, dst: h144, sport: 38, dport: 38, flowsize: 10, starttime: 100, finishtime: 3152, fct: 3052, recvtput: -7.67 Gbps, sendtput: 0.33 Gbps

32, src: h7, dst: h144, sport: 33, dport: 33, flowsize: 10, starttime: 100, finishtime: 3153, fct: 3053, recvtput: -7.67 Gbps, sendtput: 0.33 Gbps

