reorder_peak,flow_count
58,1
57,0
56,0
55,1
54,0
53,2
52,0
51,3
50,2
49,5
48,10
47,12
46,11
45,12
44,21
43,14
42,19
41,14
40,11
39,17
38,20
37,19
36,24
35,14
34,19
33,10
32,19
31,17
30,19
29,16
28,12
27,19
26,15
25,16
24,16
23,6
22,16
21,8
20,11
19,11
18,2
17,15
16,8
15,6
14,7
13,1
12,3
11,3
10,2
9,4
8,1
7,5
6,1
5,1
4,3
3,2
2,0
1,2
0,0
