reorder_peak,flow_count
57,1
56,0
55,1
54,0
53,0
52,3
51,2
50,1
49,5
48,12
47,14
46,19
45,17
44,23
43,20
42,22
41,36
40,33
39,23
38,26
37,21
36,30
35,27
34,28
33,27
32,34
31,28
30,26
29,24
28,27
27,27
26,31
25,19
24,21
23,32
22,18
21,24
20,10
19,10
18,11
17,8
16,7
15,9
14,5
13,8
12,11
11,8
10,6
9,12
8,3
7,10
6,9
5,10
4,2
3,8
2,4
1,5
0,0
