flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h17,h103,268,268,55
h20,h20,728,728,55
h4,h15,335,335,55
h12,h124,451,451,54
h29,h39,742,742,50
h13,h15,311,311,49
h17,h28,758,758,49
h3,h26,630,630,49
h1,h23,161,161,48
h13,h78,494,494,48
h26,h20,461,461,48
h31,h58,113,113,48
h8,h57,24,24,48
h12,h110,500,500,47
h19,h124,227,227,47
h27,h132,420,420,47
h4,h113,648,648,47
h4,h51,607,607,47
h17,h105,627,627,46
h27,h100,683,683,46
h29,h49,524,524,46
h21,h6,636,636,45
h25,h139,37,37,45
h32,h121,76,76,45
h32,h70,125,125,45
h8,h46,598,598,45
h13,h43,444,444,44
h17,h43,619,619,44
h24,h28,462,462,44
h24,h7,713,713,44
h27,h91,496,496,44
h31,h59,29,29,44
h10,h28,110,110,43
h15,h6,740,740,43
h2,h109,490,490,43
h20,h129,330,330,43
h28,h10,174,174,43
h29,h82,510,510,43
h9,h49,569,569,43
h12,h132,27,27,42
h17,h44,771,771,42
h18,h57,507,507,42
h19,h40,470,470,42
h7,h48,160,160,42
h18,h48,480,480,41
h24,h17,271,271,41
h28,h95,269,269,41
h32,h33,385,385,41
h1,h91,529,529,40
h14,h107,472,472,40
h21,h65,431,431,40
h21,h73,445,445,40
h30,h55,414,414,40
h5,h64,300,300,40
h17,h98,411,411,39
h18,h142,620,620,39
h2,h18,30,30,39
h25,h82,216,216,39
h6,h70,132,132,39
h7,h63,396,396,39
h15,h75,641,641,38
h18,h119,754,754,38
h22,h142,442,442,38
h23,h117,338,338,38
h30,h54,156,156,38
h8,h44,262,262,38
h11,h52,326,326,37
h15,h125,616,616,37
h21,h21,770,770,37
h26,h117,456,456,37
h32,h72,182,182,37
h12,h122,25,25,36
h15,h85,640,640,36
h16,h44,574,574,36
h18,h4,415,415,36
h2,h82,391,391,36
h3,h119,256,256,36
h5,h34,738,738,36
h10,h105,475,475,35
h18,h60,361,361,35
h30,h95,467,467,35
h32,h51,498,498,35
h32,h88,16,16,35
h6,h77,62,62,35
h9,h108,551,551,35
h5,h131,559,559,34
h5,h65,577,577,34
h14,h23,325,325,33
h15,h17,518,518,33
h17,h79,122,122,33
h25,h58,664,664,33
h28,h40,756,756,33
h3,h128,114,114,33
h3,h24,729,729,33
h8,h98,57,57,33
h11,h36,316,316,32
h2,h121,730,730,32
h2,h141,463,463,32
h20,h22,642,642,32
h30,h32,434,434,32
h7,h58,610,610,32
h9,h130,293,293,32
h17,h28,674,674,31
h18,h60,741,741,31
h20,h76,328,328,31
h32,h33,704,704,31
h7,h23,719,719,31
h15,h78,120,120,30
h2,h53,725,725,30
h22,h131,588,588,30
h23,h138,395,395,30
h26,h131,80,80,30
h7,h78,260,260,30
h12,h32,404,404,29
h15,h98,74,74,29
h24,h120,329,329,29
h25,h131,299,299,29
h25,h132,562,562,29
h31,h12,677,677,29
h5,h100,407,407,29
h11,h70,95,95,28
h22,h69,107,107,28
h26,h4,370,370,28
h26,h42,150,150,28
h7,h30,540,540,28
h13,h93,344,344,27
h19,h15,7,7,27
h2,h141,342,342,27
h24,h54,318,318,27
h27,h140,48,48,27
h27,h34,666,666,27
h3,h121,2,2,27
h6,h87,340,340,27
h7,h22,485,485,27
h22,h80,532,532,26
h27,h66,82,82,26
h3,h106,28,28,26
h4,h111,481,481,26
h5,h130,435,435,26
h14,h121,602,602,25
h14,h99,265,265,25
h21,h10,606,606,25
h7,h15,457,457,25
h14,h118,213,213,24
h28,h56,589,589,24
h8,h29,127,127,24
h9,h25,390,390,24
h9,h92,323,323,24
h13,h97,341,341,23
h14,h1,366,366,23
h15,h13,649,649,23
h21,h1,345,345,23
h25,h6,261,261,23
h27,h70,291,291,23
h31,h68,45,45,23
h13,h35,531,531,22
h19,h3,643,643,22
h20,h35,536,536,22
h22,h35,486,486,22
h20,h123,678,678,21
h20,h57,185,185,21
h28,h142,402,402,21
h32,h100,438,438,21
h11,h103,39,39,20
h14,h130,302,302,20
h19,h6,143,143,20
h21,h117,378,378,20
h26,h128,214,214,20
h28,h137,702,702,20
h30,h133,751,751,20
h7,h79,38,38,20
h15,h20,254,254,19
h20,h112,356,356,18
h30,h140,106,106,18
h31,h90,232,232,18
h16,h116,73,73,17
h27,h138,750,750,17
h31,h87,93,93,17
h9,h39,298,298,17
h13,h144,612,612,16
h32,h30,360,360,16
h9,h4,511,511,16
h14,h53,301,301,15
h15,h89,459,459,15
h27,h7,266,266,15
h21,h56,410,410,14
h25,h99,238,238,14
h28,h63,394,394,14
h30,h103,179,179,14
h9,h141,744,744,14
h1,h91,177,177,13
h11,h43,603,603,13
h25,h34,98,98,13
h28,h60,701,701,13
h5,h76,412,412,13
h13,h115,287,287,12
h20,h26,280,280,12
h25,h2,676,676,12
h27,h77,600,600,12
h1,h131,631,631,11
h18,h24,651,651,11
h26,h117,737,737,11
h18,h27,460,460,10
h9,h3,149,149,10
h9,h31,387,387,10
h26,h124,231,231,8
h26,h68,375,375,8
h20,h58,331,331,7
h16,h68,571,571,4
