flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h21,h70,1425,1425,35
h25,h87,1982,1982,35
h26,h67,1396,1396,35
h26,h9,1168,1168,35
h27,h45,1479,1479,35
h29,h120,2116,2116,35
h29,h39,2087,2087,35
h30,h70,95,95,35
h31,h97,1762,1762,35
h32,h15,311,311,35
h4,h31,570,570,35
h6,h130,1647,1647,35
h6,h74,699,699,35
h7,h126,2182,2182,35
h8,h41,2136,2136,35
h8,h97,2223,2223,35
h1,h142,442,442,34
h1,h37,2065,2065,34
h10,h104,2217,2217,34
h10,h36,1654,1654,34
h11,h125,1123,1123,34
h11,h26,913,913,34
h12,h25,1278,1278,34
h12,h28,2092,2092,34
h12,h62,527,527,34
h14,h129,1238,1238,34
h16,h10,1996,1996,34
h17,h37,1857,1857,34
h18,h64,1638,1638,34
h2,h99,2152,2152,34
h21,h128,1018,1018,34
h26,h122,883,883,34
h26,h127,1010,1010,34
h28,h45,926,926,34
h3,h82,510,510,34
h3,h84,1285,1285,34
h30,h39,2063,2063,34
h30,h58,429,429,34
h31,h23,605,605,34
h32,h22,878,878,34
h6,h54,1367,1367,34
h7,h10,174,174,34
h7,h47,915,915,34
h9,h70,2034,2034,34
h1,h6,740,740,33
h1,h91,177,177,33
h11,h117,338,338,33
h11,h70,984,984,33
h12,h105,1091,1091,33
h12,h42,1360,1360,33
h13,h76,865,865,33
h15,h121,76,76,33
h15,h76,1295,1295,33
h16,h50,1819,1819,33
h17,h13,2218,2218,33
h18,h108,846,846,33
h19,h103,268,268,33
h2,h45,820,820,33
h21,h8,1083,1083,33
h22,h59,29,29,33
h24,h108,551,551,33
h25,h9,1270,1270,33
h28,h89,1230,1230,33
h30,h55,2123,2123,33
h30,h60,1032,1032,33
h4,h41,779,779,33
h7,h102,1019,1019,33
h7,h77,2176,2176,33
h8,h124,451,451,33
h8,h56,1913,1913,33
h9,h131,299,299,33
h1,h60,361,361,32
h1,h77,1211,1211,32
h10,h40,1496,1496,32
h12,h23,874,874,32
h12,h56,1872,1872,32
h13,h58,809,809,32
h14,h107,472,472,32
h15,h17,59,59,32
h15,h29,1781,1781,32
h16,h48,1036,1036,32
h17,h121,2240,2240,32
h17,h98,74,74,32
h18,h19,1048,1048,32
h19,h144,2236,2236,32
h20,h39,2041,2041,32
h22,h48,1079,1079,32
h22,h87,129,129,32
h23,h100,1469,1469,32
h23,h54,1156,1156,32
h23,h86,1960,1960,32
h23,h91,1662,1662,32
h24,h86,1673,1673,32
h27,h138,750,750,32
h27,h93,1132,1132,32
h27,h96,2238,2238,32
h28,h100,438,438,32
h29,h128,2083,2083,32
h3,h45,1475,1475,32
h30,h122,25,25,32
