72, src: h59, dst: h144, sport: 73, dport: 73, flowsize: 99, starttime: 1000, finishtime: 3540, fct: 2540, recvtput: 3.9 Gbps, sendtput: 3.93 Gbps

68, src: h55, dst: h144, sport: 69, dport: 69, flowsize: 99, starttime: 1000, finishtime: 3610, fct: 2610, recvtput: 3.79 Gbps, sendtput: 3.83 Gbps

91, src: h86, dst: h144, sport: 92, dport: 92, flowsize: 99, starttime: 1000, finishtime: 3707, fct: 2707, recvtput: 3.66 Gbps, sendtput: 3.69 Gbps

101, src: h96, dst: h144, sport: 102, dport: 102, flowsize: 99, starttime: 1000, finishtime: 5671, fct: 4671, recvtput: 2.12 Gbps, sendtput: 2.13 Gbps

54, src: h37, dst: h144, sport: 55, dport: 55, flowsize: 99, starttime: 1000, finishtime: 5728, fct: 4728, recvtput: 2.09 Gbps, sendtput: 2.1 Gbps

120, src: h121, dst: h144, sport: 121, dport: 121, flowsize: 99, starttime: 1000, finishtime: 5837, fct: 4837, recvtput: 2.05 Gbps, sendtput: 2.06 Gbps

75, src: h62, dst: h144, sport: 76, dport: 76, flowsize: 99, starttime: 1000, finishtime: 5981, fct: 4981, recvtput: 1.99 Gbps, sendtput: 2.0 Gbps

84, src: h75, dst: h144, sport: 85, dport: 85, flowsize: 99, starttime: 1000, finishtime: 6637, fct: 5637, recvtput: 1.76 Gbps, sendtput: 1.76 Gbps

90, src: h85, dst: h144, sport: 91, dport: 91, flowsize: 99, starttime: 1000, finishtime: 6684, fct: 5684, recvtput: 1.74 Gbps, sendtput: 1.75 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 99, starttime: 1000, finishtime: 6745, fct: 5745, recvtput: 1.72 Gbps, sendtput: 1.73 Gbps

98, src: h93, dst: h144, sport: 99, dport: 99, flowsize: 99, starttime: 1000, finishtime: 6794, fct: 5794, recvtput: 1.71 Gbps, sendtput: 1.72 Gbps

42, src: h21, dst: h144, sport: 43, dport: 43, flowsize: 99, starttime: 1000, finishtime: 7753, fct: 6753, recvtput: 1.47 Gbps, sendtput: 1.47 Gbps

38, src: h13, dst: h144, sport: 39, dport: 39, flowsize: 99, starttime: 1000, finishtime: 7763, fct: 6763, recvtput: 1.46 Gbps, sendtput: 1.47 Gbps

61, src: h44, dst: h144, sport: 62, dport: 62, flowsize: 99, starttime: 1000, finishtime: 7845, fct: 6845, recvtput: 1.45 Gbps, sendtput: 1.45 Gbps

55, src: h38, dst: h144, sport: 56, dport: 56, flowsize: 99, starttime: 1000, finishtime: 8716, fct: 7716, recvtput: 1.28 Gbps, sendtput: 1.29 Gbps

124, src: h125, dst: h144, sport: 125, dport: 125, flowsize: 99, starttime: 1000, finishtime: 8730, fct: 7730, recvtput: 1.28 Gbps, sendtput: 1.28 Gbps

65, src: h48, dst: h144, sport: 66, dport: 66, flowsize: 99, starttime: 1000, finishtime: 9835, fct: 8835, recvtput: 1.12 Gbps, sendtput: 1.12 Gbps

113, src: h112, dst: h144, sport: 114, dport: 114, flowsize: 99, starttime: 1000, finishtime: 9851, fct: 8851, recvtput: 1.12 Gbps, sendtput: 1.12 Gbps

34, src: h9, dst: h144, sport: 35, dport: 35, flowsize: 99, starttime: 1000, finishtime: 9922, fct: 8922, recvtput: 1.11 Gbps, sendtput: 1.11 Gbps

93, src: h88, dst: h144, sport: 94, dport: 94, flowsize: 99, starttime: 1000, finishtime: 10808, fct: 9808, recvtput: 1.01 Gbps, sendtput: 1.01 Gbps

56, src: h39, dst: h144, sport: 57, dport: 57, flowsize: 99, starttime: 1000, finishtime: 10896, fct: 9896, recvtput: 1.0 Gbps, sendtput: 1.0 Gbps

11, src: h50, dst: h140, sport: 12, dport: 12, flowsize: 5000, starttime: 0, finishtime: 11236, fct: 11236, recvtput: 44.5 Gbps, sendtput: 44.59 Gbps

44, src: h23, dst: h144, sport: 45, dport: 45, flowsize: 99, starttime: 1000, finishtime: 11905, fct: 10905, recvtput: 0.91 Gbps, sendtput: 0.91 Gbps

109, src: h108, dst: h144, sport: 110, dport: 110, flowsize: 99, starttime: 1000, finishtime: 11919, fct: 10919, recvtput: 0.91 Gbps, sendtput: 0.91 Gbps

60, src: h43, dst: h144, sport: 61, dport: 61, flowsize: 99, starttime: 1000, finishtime: 11928, fct: 10928, recvtput: 0.91 Gbps, sendtput: 0.91 Gbps

89, src: h80, dst: h144, sport: 90, dport: 90, flowsize: 99, starttime: 1000, finishtime: 11983, fct: 10983, recvtput: 0.9 Gbps, sendtput: 0.9 Gbps

28, src: h84, dst: h142, sport: 29, dport: 29, flowsize: 5000, starttime: 0, finishtime: 12753, fct: 12753, recvtput: 39.21 Gbps, sendtput: 39.27 Gbps

0, src: h1, dst: h129, sport: 1, dport: 1, flowsize: 5000, starttime: 0, finishtime: 12813, fct: 12813, recvtput: 39.02 Gbps, sendtput: 39.11 Gbps

66, src: h53, dst: h144, sport: 67, dport: 67, flowsize: 99, starttime: 1000, finishtime: 12891, fct: 11891, recvtput: 0.83 Gbps, sendtput: 0.83 Gbps

95, src: h90, dst: h144, sport: 96, dport: 96, flowsize: 99, starttime: 1000, finishtime: 12935, fct: 11935, recvtput: 0.83 Gbps, sendtput: 0.83 Gbps

97, src: h92, dst: h144, sport: 98, dport: 98, flowsize: 99, starttime: 1000, finishtime: 12988, fct: 11988, recvtput: 0.83 Gbps, sendtput: 0.83 Gbps

100, src: h95, dst: h144, sport: 101, dport: 101, flowsize: 99, starttime: 1000, finishtime: 13012, fct: 12012, recvtput: 0.82 Gbps, sendtput: 0.83 Gbps

79, src: h70, dst: h144, sport: 80, dport: 80, flowsize: 99, starttime: 1000, finishtime: 13099, fct: 12099, recvtput: 0.82 Gbps, sendtput: 0.82 Gbps

22, src: h114, dst: h136, sport: 23, dport: 23, flowsize: 5000, starttime: 0, finishtime: 13143, fct: 13143, recvtput: 38.04 Gbps, sendtput: 38.13 Gbps

59, src: h42, dst: h144, sport: 60, dport: 60, flowsize: 99, starttime: 1000, finishtime: 13865, fct: 12865, recvtput: 0.77 Gbps, sendtput: 0.77 Gbps

78, src: h69, dst: h144, sport: 79, dport: 79, flowsize: 99, starttime: 1000, finishtime: 13947, fct: 12947, recvtput: 0.76 Gbps, sendtput: 0.77 Gbps

127, src: h128, dst: h144, sport: 128, dport: 128, flowsize: 99, starttime: 1000, finishtime: 13952, fct: 12952, recvtput: 0.76 Gbps, sendtput: 0.77 Gbps

112, src: h111, dst: h144, sport: 113, dport: 113, flowsize: 99, starttime: 1000, finishtime: 13963, fct: 12963, recvtput: 0.76 Gbps, sendtput: 0.77 Gbps

82, src: h73, dst: h144, sport: 83, dport: 83, flowsize: 99, starttime: 1000, finishtime: 14198, fct: 13198, recvtput: 0.75 Gbps, sendtput: 0.75 Gbps

99, src: h94, dst: h144, sport: 100, dport: 100, flowsize: 99, starttime: 1000, finishtime: 14873, fct: 13873, recvtput: 0.71 Gbps, sendtput: 0.71 Gbps

47, src: h26, dst: h144, sport: 48, dport: 48, flowsize: 99, starttime: 1000, finishtime: 14875, fct: 13875, recvtput: 0.71 Gbps, sendtput: 0.71 Gbps

62, src: h45, dst: h144, sport: 63, dport: 63, flowsize: 99, starttime: 1000, finishtime: 15054, fct: 14054, recvtput: 0.7 Gbps, sendtput: 0.71 Gbps

85, src: h76, dst: h144, sport: 86, dport: 86, flowsize: 99, starttime: 1000, finishtime: 16034, fct: 15034, recvtput: 0.66 Gbps, sendtput: 0.66 Gbps

63, src: h46, dst: h144, sport: 64, dport: 64, flowsize: 99, starttime: 1000, finishtime: 16057, fct: 15057, recvtput: 0.66 Gbps, sendtput: 0.66 Gbps

49, src: h28, dst: h144, sport: 50, dport: 50, flowsize: 99, starttime: 1000, finishtime: 16071, fct: 15071, recvtput: 0.66 Gbps, sendtput: 0.66 Gbps

18, src: h51, dst: h132, sport: 19, dport: 19, flowsize: 5000, starttime: 0, finishtime: 16153, fct: 16153, recvtput: 30.95 Gbps, sendtput: 31.0 Gbps

76, src: h63, dst: h144, sport: 77, dport: 77, flowsize: 99, starttime: 1000, finishtime: 17120, fct: 16120, recvtput: 0.61 Gbps, sendtput: 0.62 Gbps

51, src: h30, dst: h144, sport: 52, dport: 52, flowsize: 99, starttime: 1000, finishtime: 17121, fct: 16121, recvtput: 0.61 Gbps, sendtput: 0.62 Gbps

74, src: h61, dst: h144, sport: 75, dport: 75, flowsize: 99, starttime: 1000, finishtime: 17122, fct: 16122, recvtput: 0.61 Gbps, sendtput: 0.62 Gbps

53, src: h32, dst: h144, sport: 54, dport: 54, flowsize: 99, starttime: 1000, finishtime: 17159, fct: 16159, recvtput: 0.61 Gbps, sendtput: 0.61 Gbps

106, src: h105, dst: h144, sport: 107, dport: 107, flowsize: 99, starttime: 1000, finishtime: 17174, fct: 16174, recvtput: 0.61 Gbps, sendtput: 0.61 Gbps

33, src: h8, dst: h144, sport: 34, dport: 34, flowsize: 99, starttime: 1000, finishtime: 17307, fct: 16307, recvtput: 0.61 Gbps, sendtput: 0.61 Gbps

107, src: h106, dst: h144, sport: 108, dport: 108, flowsize: 99, starttime: 1000, finishtime: 18183, fct: 17183, recvtput: 0.58 Gbps, sendtput: 0.58 Gbps

35, src: h10, dst: h144, sport: 36, dport: 36, flowsize: 99, starttime: 1000, finishtime: 18215, fct: 17215, recvtput: 0.58 Gbps, sendtput: 0.58 Gbps

103, src: h102, dst: h144, sport: 104, dport: 104, flowsize: 99, starttime: 1000, finishtime: 18232, fct: 17232, recvtput: 0.57 Gbps, sendtput: 0.58 Gbps

36, src: h11, dst: h144, sport: 37, dport: 37, flowsize: 99, starttime: 1000, finishtime: 18244, fct: 17244, recvtput: 0.57 Gbps, sendtput: 0.57 Gbps

1, src: h17, dst: h130, sport: 2, dport: 2, flowsize: 5000, starttime: 0, finishtime: 18750, fct: 18750, recvtput: 26.67 Gbps, sendtput: 26.75 Gbps

25, src: h36, dst: h139, sport: 26, dport: 26, flowsize: 5000, starttime: 0, finishtime: 18770, fct: 18770, recvtput: 26.64 Gbps, sendtput: 26.69 Gbps

117, src: h118, dst: h144, sport: 118, dport: 118, flowsize: 99, starttime: 1000, finishtime: 19218, fct: 18218, recvtput: 0.54 Gbps, sendtput: 0.54 Gbps

32, src: h7, dst: h144, sport: 33, dport: 33, flowsize: 99, starttime: 1000, finishtime: 19220, fct: 18220, recvtput: 0.54 Gbps, sendtput: 0.54 Gbps

73, src: h60, dst: h144, sport: 74, dport: 74, flowsize: 99, starttime: 1000, finishtime: 19225, fct: 18225, recvtput: 0.54 Gbps, sendtput: 0.54 Gbps

88, src: h79, dst: h144, sport: 89, dport: 89, flowsize: 99, starttime: 1000, finishtime: 19315, fct: 18315, recvtput: 0.54 Gbps, sendtput: 0.54 Gbps

