reorder_peak,flow_count
55,3
54,1
53,0
52,0
51,0
50,1
49,3
48,5
47,5
46,3
45,5
44,6
43,7
42,5
41,4
40,6
39,6
38,6
37,5
36,7
35,7
34,2
33,8
32,7
31,5
30,6
29,7
28,5
27,9
26,5
25,4
24,5
23,7
22,4
21,4
20,8
19,1
18,3
17,4
16,3
15,3
14,5
13,5
12,4
11,3
10,3
9,0
8,2
7,1
6,0
5,0
4,1
3,0
2,0
1,0
0,0
