54, src: h37, dst: h144, sport: 55, dport: 55, flowsize: 20, starttime: 1000, finishtime: 1132, fct: 132, recvtput: 14.15 Gbps, sendtput: 100.0 Gbps

91, src: h86, dst: h144, sport: 92, dport: 92, flowsize: 20, starttime: 1000, finishtime: 2135, fct: 1135, recvtput: 0.76 Gbps, sendtput: 1.94 Gbps

68, src: h55, dst: h144, sport: 69, dport: 69, flowsize: 20, starttime: 1000, finishtime: 2153, fct: 1153, recvtput: 0.73 Gbps, sendtput: 1.93 Gbps

72, src: h59, dst: h144, sport: 73, dport: 73, flowsize: 20, starttime: 1000, finishtime: 2154, fct: 1154, recvtput: 0.73 Gbps, sendtput: 1.93 Gbps

104, src: h103, dst: h144, sport: 105, dport: 105, flowsize: 20, starttime: 1000, finishtime: 5084, fct: 4084, recvtput: -0.51 Gbps, sendtput: 0.49 Gbps

41, src: h16, dst: h144, sport: 42, dport: 42, flowsize: 20, starttime: 1000, finishtime: 5112, fct: 4112, recvtput: -0.51 Gbps, sendtput: 0.49 Gbps

34, src: h9, dst: h144, sport: 35, dport: 35, flowsize: 20, starttime: 1000, finishtime: 5187, fct: 4187, recvtput: -0.52 Gbps, sendtput: 0.49 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 20, starttime: 1000, finishtime: 6099, fct: 5099, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

96, src: h91, dst: h144, sport: 97, dport: 97, flowsize: 20, starttime: 1000, finishtime: 6100, fct: 5100, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

42, src: h21, dst: h144, sport: 43, dport: 43, flowsize: 20, starttime: 1000, finishtime: 6101, fct: 5101, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

56, src: h39, dst: h144, sport: 57, dport: 57, flowsize: 20, starttime: 1000, finishtime: 6108, fct: 5108, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

50, src: h29, dst: h144, sport: 51, dport: 51, flowsize: 20, starttime: 1000, finishtime: 6110, fct: 5110, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

84, src: h75, dst: h144, sport: 85, dport: 85, flowsize: 20, starttime: 1000, finishtime: 6120, fct: 5120, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

63, src: h46, dst: h144, sport: 64, dport: 64, flowsize: 20, starttime: 1000, finishtime: 6155, fct: 5155, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

73, src: h60, dst: h144, sport: 74, dport: 74, flowsize: 20, starttime: 1000, finishtime: 6169, fct: 5169, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

120, src: h121, dst: h144, sport: 121, dport: 121, flowsize: 20, starttime: 1000, finishtime: 6184, fct: 5184, recvtput: -0.61 Gbps, sendtput: 0.39 Gbps

71, src: h58, dst: h144, sport: 72, dport: 72, flowsize: 20, starttime: 1000, finishtime: 7117, fct: 6117, recvtput: -0.67 Gbps, sendtput: 0.33 Gbps

90, src: h85, dst: h144, sport: 91, dport: 91, flowsize: 20, starttime: 1000, finishtime: 7119, fct: 6119, recvtput: -0.67 Gbps, sendtput: 0.33 Gbps

101, src: h96, dst: h144, sport: 102, dport: 102, flowsize: 20, starttime: 1000, finishtime: 8221, fct: 7221, recvtput: -0.72 Gbps, sendtput: 0.28 Gbps

